,Unnamed: 0,flow ID, source IP, destination IP, source port, destination port, protocol, date, duration, TotalFwdPkts, TotalBwdPkts, TotLenfwdDL, TotLenfwdTR, TotLenfwdAPP, TotLenbwdDL, TotLenbwdTR, TotLenbwdAPP, DLfwdPktLenMAX, DLfwdPktLenMIN, DLfwdPktLenMEAN, DLfwdPktLenSTD, TRfwdPktLenMAX, TRfwdPktLenMIN, TRfwdPktLenMEAN, TRfwdPktLenSTD, APPfwdPktLenMAX, APPfwdPktLenMIN, APPfwdPktLenMEAN, APPfwdPktLenSTD, DLbwdPktLenMAX, DLbwdPktLenMIN, DLbwdPktLenMEAN, DLbwdPktLenSTD, TRbwdPktLenMAX, TRbwdPktLenMIN, TRbwdPktLenMEAN, TRbwdPktLenSTD, APPbwdPktLenMAX, APPbwdPktLenMIN, APPbwdPktLenMEAN, APPbwdPktLenSTD, DLflowBytes/sec, TRflowBytes/sec, APPflowBytes/sec, FlowPkts/sec, FlowIAT_MEAN, FlowIAT_STD, FlowIAT_MAX, FlowIAT_MIN, TotalFwdIAT, fwdIAT_MEAN, fwdIAT_STD, fwdIAT_MAX, fwdIAT_MIN, TotalBwdIAT, bwdIAT_MEAN, bwdIAT_STD, bwdIAT_MAX, bwdIAT_MIN, DLfwdHdrLen, TRfwdHdrLen, APPfwdHdrLen, DLbwdHdrLen, TRbwdHdrLen, APPbwdHdrLen, fwdPkts/sec, bwdPkts/sec, DLpktLenMEAN, DLpktLenMIN, DLpktLenMAX, DLpktLenSTD, DLpktLenVAR, TRpktLenMEAN, TRpktLenMIN, TRpktLenMAX, TRpktLenSTD, TRpktLenVAR, APPpktLenMEAN, APPpktLenMIN, APPpktLenMAX, APPpktLenSTD, APPpktLenVAR, ActiveMEAN, ActiveSTD, ActiveMAX, ActiveMIN, IdleMEAN, IdleSTD, IdleMAX, IdleMIN, frameSrc, frameDst, TotPktsInFlow, firstPacketDIR, mostCommonREQ_FUNC_CODE, mostCommonRESP_FUNC_CODE, corruptConfigFragments, deviceTroubleFragments, deviceRestartFragments, pktsFromMASTER, pktsFromSLAVE, Label
7229,75,192.168.1.11-192.168.1.8-39169-20002,192.168.1.11,192.168.1.8,39169,20002,6, 15/05/2020  00:06:02 ,118045417,65,67,556,491,361,1357,1290,1022,17,8,8.553846154,1.976666775,16,7,7.553846154,1.976666775,14,5,5.553846154,1.976666775,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,16.20562703,15.08741335,11.71582968,1.118213679,901110.0534,966160.5967,2001952,99,118045140,1844455.313,399562.2916,2002224,128486,118045216,1788563.879,506169.2814,2002298,535,650,65,130,670,67,268,0.550635524,0.567578155,14.49242424,7,282,39.2067326,1537.167881,13.49242424,6,281,39.2067326,1537.167881,10.47727273,2,277,39.069026,1526.388793,0,0,0,0,0,0,0,0,3,16,132,MASTER,1,129,0,0,0,65,67,DISABLE_UNSOLICITED
37877,65,192.168.1.12-192.168.1.5-57624-20003,192.168.1.12,192.168.1.5,57624,20003,6, 19/05/2020  01:50:25 ,118235815,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.64669724,14.58103029,11.3671141,1.065666947,945886.52,990973.259,2071847,343,118235071,1938279.852,277144.1858,2072379,452957,118235159,1876748.556,437752.1685,2072422,343,620,62,124,640,64,256,0.524375799,0.541291148,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,4,13,126,MASTER,1,129,0,0,0,62,64,INIT_DATA
14226,281,192.168.1.2-192.168.1.8-56443-20000,192.168.1.2,192.168.1.8,56443,20000,6, 15/05/2020  19:30:02 ,118060291,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.66995968,14.60270837,11.38401395,1.067251308,944482.328,1000636.114,2000562,538,118059317,1935398.639,353967.442,2001457,14914,118059392,1873958.603,485647.9974,2001498,538,620,62,124,640,64,256,0.525155406,0.542095903,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,1,16,126,MASTER,1,129,0,0,0,62,64,NORMAL
14495,550,192.168.1.2-192.168.1.7-59268-20000,192.168.1.2,192.168.1.7,59268,20000,6, 15/05/2020  20:36:04 ,118058817,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.67015533,14.60289069,11.38415609,1.067264633,944470.536,1000540.85,2000701,428,118058045,1935377.787,353407.8796,2001501,17920,118058125,1873938.492,485196.4467,2001658,428,620,62,124,640,64,256,0.525161962,0.542102671,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,1,15,126,MASTER,1,129,0,0,0,62,64,NORMAL
22019,105,192.168.1.12-192.168.1.8-43137-20003,192.168.1.12,192.168.1.8,43137,20003,6, 16/05/2020  00:02:01 ,118063818,65,67,529,464,334,1357,1290,1022,17,5,8.138461538,1.712791244,16,4,7.138461538,1.712791244,14,2,5.138461538,1.712791244,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,15.9744114,14.856372,11.48531382,1.118039398,901250.5191,977668.8161,2001857,194,118063538,1844742.781,455901.8145,2002197,13373,118063516,1788841.152,548220.8219,2002142,493,650,65,130,670,67,268,0.550549704,0.567489694,14.28787879,5,282,39.23243134,1539.183669,13.28787879,4,281,39.23243134,1539.183669,10.27272727,2,277,39.08946304,1527.986121,0,0,0,0,0,0,0,0,4,16,132,MASTER,1,129,0,0,0,65,67,WARM_RESTART
15027,247,192.168.1.12-192.168.1.7-52856-20003,192.168.1.12,192.168.1.7,52856,20003,6, 15/05/2020  20:22:05 ,118060308,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.07652929,14.94151616,11.51953627,1.135013132,887671.4887,972078.8492,2001090,188,118060046,1816308.4,491539.6608,2001371,18670,118060020,1762089.851,571634.9425,2001413,18565,660,66,132,680,68,272,0.559036319,0.575976813,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,4,15,134,MASTER,1,129,0,0,0,66,68,COLD_RESTART
92,92,192.168.1.2-192.168.1.4-48948-20000,192.168.1.2,192.168.1.4,48948,20000,6, 18/05/2020  21:57:08 ,115298712,9,6,99,90,72,42,36,12,17,8,11,4.5,16,7,10,4.5,14,5,8,4.5,7,7,7,0,6,6,6,0,2,2,2,0,1.222910452,1.092813595,0.728542397,0.130096857,8235622.286,8411353.428,31963376,1231545,115298712,14412339,14853959.49,49237387,5986290,41999346,8399869.2,13200848.12,31963376,2007003,90,9,18,60,6,24,0.078058114,0.052038743,9.4,7,17,3.960519446,15.68571429,8.4,6,16,3.960519446,15.68571429,5.6,2,14,4.563832976,20.82857143,1251946.111,3319093.915,10035970,0,11559021.89,8924132.65,31963376,5986290,1,12,15,MASTER,1,129,0,0,0,9,6,REPLAY
37575,3,192.168.1.1-192.168.1.3-56734-20001,192.168.1.1,192.168.1.3,56734,20001,6, 18/05/2020  23:46:00 ,118329822,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.63426674,14.56944641,11.35808351,1.064820329,946638.576,988114.4578,2079011,266,118328998,1939819.639,249347.2731,2079759,890062,118329063,1878239.095,421523.6556,2079693,266,620,62,124,640,64,256,0.52395921,0.54086112,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,2,11,126,MASTER,1,129,0,0,0,62,64,INIT_DATA
1468,33,192.168.1.11-192.168.1.4-60411-20002,192.168.1.11,192.168.1.4,60411,20002,6, 19/05/2020  11:52:07 ,118507064,62,63,514,452,328,885,822,570,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,14.04761905,40.37263069,281,6,13.04761905,40.37263069,277,2,9.047619048,40.37263069,11.80520344,10.750414,7.577607357,1.054789443,955702.129,995362.1589,2202483,139,118506849,1942735.23,287457.9725,2202838,370994,118506748,1911399.161,377001.6364,2202823,395,620,62,124,630,63,252,0.523175564,0.531613879,11.192,7,282,28.71570774,824.591871,10.192,6,281,28.71570774,824.591871,7.184,2,277,28.63208892,819.7965161,0,0,0,0,0,0,0,0,3,12,125,MASTER,1,129,0,0,0,62,63,STOP_APP
4474,634,192.168.1.12-192.168.1.7-54309-20003,192.168.1.12,192.168.1.7,54309,20003,6, 15/05/2020  02:08:05 ,118057924,66,68,570,504,372,1364,1296,1024,17,8,8.636363636,2.072800882,16,7,7.636363636,2.072800882,14,5,5.636363636,2.072800882,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.38178899,15.24675294,11.82470395,1.135036052,887653.5639,985001.5774,2000769,308,118057213,1816264.815,541751.1679,2001558,30617,118057074,1762045.881,615829.7946,2001518,308,660,66,132,680,68,272,0.559047608,0.575988444,14.43283582,7,282,38.91622925,1514.472899,13.43283582,6,281,38.91622925,1514.472899,10.41791045,2,277,38.78110898,1503.974414,0,0,0,0,0,0,0,0,4,15,134,MASTER,1,129,0,0,0,66,68,DISABLE_UNSOLICITED
30809,951,192.168.1.5-192.168.1.12-20000-39468,192.168.1.5,192.168.1.12,20000,39468,6, 16/05/2020  18:04:13 ,256,1,1,7,6,2,1000,999,997,7,7,7,-1,6,6,6,-1,2,2,2,-1,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,3933593.75,3925781.25,3902343.75,7812.5,256,-1,256,256,0,0,0,0,0,0,0,0,0,0,10,1,4,10,1,2,3906.25,3906.25,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,13,1,2,OUTSTATION,5,130,0,0,0,1,1,DNP3_ENUMERATE
37711,19,192.168.1.11-192.168.1.4-58807-20002,192.168.1.11,192.168.1.4,58807,20002,6, 19/05/2020  00:18:10 ,118234719,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.64684228,14.58116545,11.36721947,1.065676825,945877.752,988601.9619,2081182,282,118233972,1938261.836,260031.3337,2081927,653003,118233977,1876729.794,427498.2622,2081781,282,620,62,124,640,64,256,0.52438066,0.541296165,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,3,12,126,MASTER,1,129,0,0,0,62,64,INIT_DATA
1243,45,192.168.1.1-192.168.1.3-53048-20001,192.168.1.1,192.168.1.3,53048,20001,6, 19/05/2020  12:04:05 ,118119334,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.66212691,14.59540908,11.37832355,1.066717833,944954.672,990526.8099,2046040,206,118118994,1936376.951,277862.9136,2046332,516993,118119098,1874906.317,437919.0578,2046370,350,620,62,124,640,64,256,0.524892902,0.541824931,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,2,11,126,MASTER,1,129,0,0,0,62,64,STOP_APP
888,107,192.168.1.2-192.168.1.5-51789-20000,192.168.1.2,192.168.1.5,51789,20000,6, 18/05/2020  22:24:17 ,105035729,12,12,114,102,78,972,960,912,17,8,9.5,3.503245249,16,7,8.5,3.503245249,14,5,6.5,3.503245249,282,7,81,113.8819165,281,6,80,113.8819165,277,2,76,113.8819165,10.33933891,10.11084523,9.425364202,0.228493678,4566770.826,8619374.058,34969184,24,105035347,9548667.909,10542863.05,34970280,1324,105035392,9548672,10887718.19,34969566,639,120,12,24,120,12,48,0.114246839,0.114246839,45.25,7,282,86.84531476,7542.108696,44.25,6,281,86.84531476,7542.108696,41.25,2,277,86.42073523,7468.543478,814055.4286,1180147.382,2963042,325,14190994.14,10736951.76,34969184,7031239,1,13,24,MASTER,1,129,0,0,0,12,12,REPLAY
827,97,192.168.1.12-192.168.1.5-57558-20003,192.168.1.12,192.168.1.5,57558,20003,6, 19/05/2020  14:34:34 ,118410166,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.62365853,14.55956071,11.35037679,1.064097824,947281.328,991782.8912,2069648,255,118409579,1941140.639,272474.1201,2070431,490070,118409474,1879515.46,435308.2979,2070111,255,620,62,124,640,64,256,0.523603691,0.540494133,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,4,13,126,MASTER,1,129,0,0,0,62,64,STOP_APP
720,51,192.168.1.2-192.168.1.4-48948-20000,192.168.1.2,192.168.1.4,48948,20000,6, 18/05/2020  20:25:02 ,110405728,35,33,307,272,202,1563,1530,1398,17,8,8.771428571,2.556257769,16,7,7.771428571,2.556257769,14,5,5.771428571,2.556257769,282,7,47.36363636,89.92942308,281,6,46.36363636,89.92942308,277,2,42.36363636,89.92942308,16.93752701,16.32161694,14.49200172,0.615910073,1647846.687,2561387.034,11042361,12,110405393,3247217.441,2788183.078,11042630,28684,110405527,3450172.719,3538069.334,15705530,540,350,35,70,330,33,132,0.317012538,0.298897535,27.5,7,282,65.14198041,4243.477612,26.5,6,281,65.14198041,4243.477612,23.52941176,2,277,64.84872652,4205.357331,6269412.25,7194088.393,17005374,305,7475787.625,2335527.326,11042361,5039568,1,12,68,MASTER,1,129,0,0,0,35,33,REPLAY
38669,153,192.168.1.11-192.168.1.4-58807-20002,192.168.1.11,192.168.1.4,58807,20002,6, 19/05/2020  02:12:34 ,119345177,62,63,514,452,328,885,822,570,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,14.04761905,40.37263069,281,6,13.04761905,40.37263069,277,2,9.047619048,40.37263069,11.72230027,10.67491818,7.524392879,1.047382082,962461.1048,992095.6673,2000932,198,119344883,1956473.492,204539.9986,2001201,754867,119344740,1924915.161,320743.2182,2001307,420,620,62,124,630,63,252,0.519501513,0.527880569,11.192,7,282,28.71570774,824.591871,10.192,6,281,28.71570774,824.591871,7.184,2,277,28.63208892,819.7965161,0,0,0,0,0,0,0,0,3,12,125,MASTER,1,129,0,0,0,62,63,INIT_DATA
30207,341,192.168.1.5-192.168.1.12-20000-38276,192.168.1.5,192.168.1.12,20000,38276,6, 16/05/2020  15:56:33 ,103,1,1,7,6,2,1000,999,997,7,7,7,-1,6,6,6,-1,2,2,2,-1,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,9776699.029,9757281.553,9699029.126,19417.47573,103,-1,103,103,0,0,0,0,0,0,0,0,0,0,10,1,4,10,1,2,9708.737864,9708.737864,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,13,1,2,OUTSTATION,5,130,0,0,0,1,1,DNP3_ENUMERATE
6342,140,192.168.1.12-192.168.1.4-53174-20003,192.168.1.12,192.168.1.4,53174,20003,6, 15/05/2020  00:40:02 ,118054085,66,68,570,504,372,1364,1296,1024,17,8,8.636363636,2.072800882,16,7,7.636363636,2.072800882,14,5,5.636363636,2.072800882,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.38232171,15.24724875,11.82508848,1.135072963,887624.6992,975089.7042,2001490,88,118053811,1816212.477,503787.2774,2001794,16740,118053801,1761997.03,581795.6339,2001663,16762,660,66,132,680,68,272,0.559065788,0.576007175,14.43283582,7,282,38.91622925,1514.472899,13.43283582,6,281,38.91622925,1514.472899,10.41791045,2,277,38.78110898,1503.974414,0,0,0,0,0,0,0,0,4,12,134,MASTER,1,129,0,0,0,66,68,DISABLE_UNSOLICITED
38316,35,192.168.1.1-192.168.1.3-56734-20001,192.168.1.1,192.168.1.3,56734,20001,6, 19/05/2020  00:14:04 ,118335206,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.63355541,14.56878353,11.35756674,1.064771882,946681.648,991688.4409,2069449,177,118334933,1939916.934,273257.0776,2069789,497108,118335029,1878333.794,435655.9721,2069740,470,620,62,124,640,64,256,0.523935371,0.540836511,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,2,11,126,MASTER,1,129,0,0,0,62,64,INIT_DATA
766,97,192.168.1.2-192.168.1.4-48948-20000,192.168.1.2,192.168.1.4,48948,20000,6, 18/05/2020  22:03:53 ,115050917,22,22,194,172,128,1520,1498,1410,17,8,8.818181818,2.648204489,16,7,7.818181818,2.648204489,14,5,5.818181818,2.648204489,654,7,69.09090909,156.3883777,653,6,68.09090909,156.3883777,649,2,64.09090909,156.3883777,14.89775175,14.51531238,13.36799428,0.382439368,2675602.721,5981362.059,32000026,223,115050665,5478603.095,7796415.328,32552323,211534,115050670,5478603.333,7767517.333,32000255,485,220,22,44,220,22,88,0.191219684,0.191219684,38.95454545,7,654,113.476963,12877.02114,37.95454545,6,653,113.476963,12877.02114,34.95454545,2,649,113.2094076,12816.36998,5006879.333,5482597.479,12969267,247,14168231.5,10244659.76,32000026,5499470,1,12,44,MASTER,1,129,0,0,0,22,22,REPLAY
30966,430,192.168.1.1-192.168.1.3-40900-20000,192.168.1.1,192.168.1.3,40900,20000,6, 16/05/2020  22:08:44 ,172,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,5854651.163,5843023.256,5808139.535,11627.90698,172,-1,172,172,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,5813.953488,5813.953488,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
625,15,192.168.1.11-192.168.1.4-60411-20002,192.168.1.11,192.168.1.4,60411,20002,6, 19/05/2020  11:50:07 ,118609868,63,64,522,459,333,1336,1272,1016,17,8,8.285714286,1.590582886,16,7,7.285714286,1.590582886,14,5,5.285714286,1.590582886,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.66480118,14.59406396,11.37342131,1.070737217,941348.1587,988589.7585,2082156,238,118609018,1913048.677,341187.4423,2082985,161778,118609165,1882685.159,428088.152,2204264,238,630,63,126,640,64,256,0.531153108,0.539584109,14.62992126,7,282,39.96423066,1597.139733,13.62992126,6,281,39.96423066,1597.139733,10.62204724,2,277,39.81782506,1585.459193,0,0,0,0,0,0,0,0,3,12,127,MASTER,1,129,0,0,0,63,64,STOP_APP
15690,435,192.168.1.12-192.168.1.8-43941-20003,192.168.1.12,192.168.1.8,43941,20003,6, 15/05/2020  21:56:08 ,118068626,65,67,529,464,334,1357,1290,1022,17,5,8.138461538,1.712791244,16,4,7.138461538,1.712791244,14,2,5.138461538,1.712791244,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,15.97376089,14.85576702,11.48484611,1.117993869,901287.2214,979980.04,2008154,198,118068410,1844818.906,468297.9578,2008504,31847,118068379,1788914.833,556262.9225,2008418,32078,650,65,130,670,67,268,0.550527284,0.567466585,14.28787879,5,282,39.23243134,1539.183669,13.28787879,4,281,39.23243134,1539.183669,10.27272727,2,277,39.08946304,1527.986121,0,0,0,0,0,0,0,0,4,16,132,MASTER,1,129,0,0,0,65,67,COLD_RESTART
14462,158,192.168.1.1-192.168.1.6-33180-20001,192.168.1.1,192.168.1.6,33180,20001,6, 15/05/2020  19:38:03 ,118075163,65,67,529,464,334,1357,1290,1022,17,5,8.138461538,1.712791244,16,4,7.138461538,1.712791244,14,2,5.138461538,1.712791244,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,15.97287653,14.85494456,11.48421027,1.117931974,901337.1221,995978.4186,2006627,106,118074920,1844920.625,533199.5868,2006896,11539,118075015,1789015.379,610351.2722,2006832,11353,650,65,130,670,67,268,0.550496805,0.567435168,14.28787879,5,282,39.23243134,1539.183669,13.28787879,4,281,39.23243134,1539.183669,10.27272727,2,277,39.08946304,1527.986121,0,0,0,0,0,0,0,0,2,14,132,MASTER,1,129,0,0,0,65,67,COLD_RESTART
14455,510,192.168.1.2-192.168.1.5-42481-20000,192.168.1.2,192.168.1.5,42481,20000,6, 15/05/2020  20:26:03 ,118061522,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.66979629,14.60255611,11.38389525,1.06724018,944492.176,1000422.217,2000837,407,118060612,1935419.869,353054.6307,2001843,28812,118060711,1873979.54,484910.2094,2001923,407,620,62,124,640,64,256,0.52514993,0.54209025,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,1,13,126,MASTER,1,129,0,0,0,62,64,NORMAL
1823,153,192.168.1.12-192.168.1.5-57558-20003,192.168.1.12,192.168.1.5,57558,20003,6, 19/05/2020  13:52:27 ,118416299,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.62284935,14.55880664,11.34978893,1.064042713,947330.392,989807.9595,2072211,186,118416035,1941246.475,253387.2519,2072544,872019,118416105,1879620.714,424044.6084,2072468,324,620,62,124,640,64,256,0.523576573,0.54046614,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,4,13,126,MASTER,1,129,0,0,0,62,64,STOP_APP
38861,109,192.168.1.12-192.168.1.5-57624-20003,192.168.1.12,192.168.1.5,57624,20003,6, 19/05/2020  01:28:21 ,118632892,63,64,522,459,333,1336,1272,1016,17,8,8.285714286,1.590582886,16,7,7.285714286,1.590582886,14,5,5.285714286,1.590582886,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.66176099,14.59123158,11.37121398,1.070529411,941530.8889,998087.4136,2079891,210,118632598,1913429,390497.1806,2080236,120005,118632547,1883056.302,468602.742,2203637,405,630,63,126,640,64,256,0.531050023,0.539479388,14.62992126,7,282,39.96423066,1597.139733,13.62992126,6,281,39.96423066,1597.139733,10.62204724,2,277,39.81782506,1585.459193,0,0,0,0,0,0,0,0,4,13,127,MASTER,1,129,0,0,0,63,64,INIT_DATA
31391,294,192.168.1.11-192.168.1.4-39182-20000,192.168.1.11,192.168.1.4,39182,20000,6, 16/05/2020  21:11:25 ,418,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,2409090.909,2404306.22,2389952.153,4784.688995,418,-1,418,418,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,2392.344498,2392.344498,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
24980,111,192.168.1.11-192.168.1.4-36754-20000,192.168.1.11,192.168.1.4,36754,20000,6, 16/05/2020  15:32:39 ,226,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,4455752.212,4446902.655,4420353.982,8849.557522,226,-1,226,226,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,4424.778761,4424.778761,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_ENUMERATE
40354,44,192.168.1.3-192.168.1.2-20000-40837,192.168.1.3,192.168.1.2,20000,40837,6, 18/05/2020  20:11:24 ,98968278,5,4,479,474,454,32,28,20,282,7,95.8,127.238752,281,6,94.8,127.238752,277,2,90.8,127.238752,8,8,8,0,7,7,7,0,5,5,5,0,5.163270599,5.072332369,4.789413432,0.09093823,12371034.75,11519754.98,33568539,507404,67535962,16883990.5,20295694.78,42628786,507404,93922945,31307648.33,18779428.88,52922978,18999953,50,5,20,40,4,8,0.050521239,0.040416991,56.77777778,7,282,101.1740799,10236.19444,55.77777778,6,281,101.1740799,10236.19444,52.66666667,2,277,100.6963257,10139.75,214387.3333,343046.2399,778920,0,16280325.67,10602972.15,33568539,5045333,11,1,9,OUTSTATION,1,129,0,0,0,4,5,REPLAY
30883,347,192.168.1.1-192.168.1.3-40734-20000,192.168.1.1,192.168.1.3,40734,20000,6, 16/05/2020  21:33:02 ,426,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,2363849.765,2359154.93,2345070.423,4694.835681,426,-1,426,426,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,2347.41784,2347.41784,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
