Content,EventId,RegexTemplate
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_05:45:00 NODE_ID=N4 VOLTAGE_LEVEL=234.88 FREQUENCY_SIGNAL=49.77 POWER_FLOW=105.02 REACTIVE_POWER=38.25 COMMUNICATION_LOG_SIZE=2266 ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0.14 SPECTRAL_ENERGY=17.57 SPATIAL_CORRELATION=0.54 WAVELET_COEFF_AVG=-0.363 WAVELET_COEFF_STD=0.466 THREAT_PROBABILITY=0.85 ATTACK_TYPE=Insider RISK_SCORE=0.62 UNCERTAINTY=0.11 POLICY_ACTION=alert_operator REWARD_VALUE=0.15 IP_MUTATION=0 PORT_ROTATION=1 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=IP+Port ATTACK_DETECTED=0,710c55a2,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_05:(.*?) NODE_ID=N4 VOLTAGE_LEVEL=234\.(.*?) FREQUENCY_SIGNAL=49\.(.*?) POWER_FLOW=105\.(.*?) REACTIVE_POWER=38\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=17\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=\-0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=Insider RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=alert_operator REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=IP\+Port ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_17:45:00 NODE_ID=N21 VOLTAGE_LEVEL=231.05 FREQUENCY_SIGNAL=50.01 POWER_FLOW=139.06 REACTIVE_POWER=33.78 COMMUNICATION_LOG_SIZE=2538 ACCESS_BEHAVIOR=logout TEMPORAL_ENTROPY=0.39 SPECTRAL_ENERGY=10.52 SPATIAL_CORRELATION=0.61 WAVELET_COEFF_AVG=-0.969 WAVELET_COEFF_STD=0.033 THREAT_PROBABILITY=0.24 ATTACK_TYPE=Insider RISK_SCORE=0.3 UNCERTAINTY=0.48 POLICY_ACTION=alert_operator REWARD_VALUE=0.8 IP_MUTATION=0 PORT_ROTATION=1 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=Env ATTACK_DETECTED=0,747eff8e,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_17:(.*?) NODE_ID=N21 VOLTAGE_LEVEL=231\.(.*?) FREQUENCY_SIGNAL=50\.(.*?) POWER_FLOW=139\.(.*?) REACTIVE_POWER=33\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=logout TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=10\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=\-0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=Insider RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=alert_operator REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=Env ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_08:00:00 NODE_ID=N37 VOLTAGE_LEVEL=229.18 FREQUENCY_SIGNAL=50.12 POWER_FLOW=110.05 REACTIVE_POWER=24.69 COMMUNICATION_LOG_SIZE=1283 ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0.35 SPECTRAL_ENERGY=13.76 SPATIAL_CORRELATION=0.69 WAVELET_COEFF_AVG=0.037 WAVELET_COEFF_STD=0.465 THREAT_PROBABILITY=0.89 ATTACK_TYPE=False_Data_Injection RISK_SCORE=0.67 UNCERTAINTY=0.25 POLICY_ACTION=restrict_access REWARD_VALUE=0.12 IP_MUTATION=0 PORT_ROTATION=1 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=IP+Env ATTACK_DETECTED=1,77c3dc48,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_08:(.*?) NODE_ID=N37 VOLTAGE_LEVEL=229\.(.*?) FREQUENCY_SIGNAL=50\.(.*?) POWER_FLOW=110\.(.*?) REACTIVE_POWER=24\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=13\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=False_Data_Injection RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=restrict_access REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=IP\+Env ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_19:45:00 NODE_ID=N4 VOLTAGE_LEVEL=235.79 FREQUENCY_SIGNAL=49.97 POWER_FLOW=107.12 REACTIVE_POWER=30.82 COMMUNICATION_LOG_SIZE=6076 ACCESS_BEHAVIOR=logout TEMPORAL_ENTROPY=0.54 SPECTRAL_ENERGY=10.66 SPATIAL_CORRELATION=0.35 WAVELET_COEFF_AVG=-0.321 WAVELET_COEFF_STD=0.415 THREAT_PROBABILITY=0.23 ATTACK_TYPE=UNKNOWN RISK_SCORE=0.88 UNCERTAINTY=0.16 POLICY_ACTION=alert_operator REWARD_VALUE=0.39 IP_MUTATION=1 PORT_ROTATION=1 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=UNKNOWN ATTACK_DETECTED=0,7b21d36b,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_19:(.*?) NODE_ID=N4 VOLTAGE_LEVEL=235\.(.*?) FREQUENCY_SIGNAL=49\.(.*?) POWER_FLOW=107\.(.*?) REACTIVE_POWER=30\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=logout TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=10\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=\-0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=UNKNOWN RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=alert_operator REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=UNKNOWN ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-02_00:15:00 NODE_ID=N2 VOLTAGE_LEVEL=232.62 FREQUENCY_SIGNAL=49.86 POWER_FLOW=97.41 REACTIVE_POWER=30.38 COMMUNICATION_LOG_SIZE=8510 ACCESS_BEHAVIOR=command_exec TEMPORAL_ENTROPY=0.8 SPECTRAL_ENERGY=17.63 SPATIAL_CORRELATION=0.58 WAVELET_COEFF_AVG=-0.659 WAVELET_COEFF_STD=0.192 THREAT_PROBABILITY=0.2 ATTACK_TYPE=False_Data_Injection RISK_SCORE=0.86 UNCERTAINTY=0.23 POLICY_ACTION=isolate_node REWARD_VALUE=0.07 IP_MUTATION=1 PORT_ROTATION=0 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=Env ATTACK_DETECTED=1,7c8f7536,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-02_00:(.*?) NODE_ID=N2 VOLTAGE_LEVEL=232\.(.*?) FREQUENCY_SIGNAL=49\.(.*?) POWER_FLOW=97\.(.*?) REACTIVE_POWER=30\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=command_exec TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=17\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=\-0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=False_Data_Injection RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=isolate_node REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=Env ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_12:30:00 NODE_ID=N21 VOLTAGE_LEVEL=203.45 FREQUENCY_SIGNAL=49.65 POWER_FLOW=131.89 REACTIVE_POWER=24.31 COMMUNICATION_LOG_SIZE=8005 ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0.63 SPECTRAL_ENERGY=19.46 SPATIAL_CORRELATION=0.3 WAVELET_COEFF_AVG=0.057 WAVELET_COEFF_STD=0.391 THREAT_PROBABILITY=0.54 ATTACK_TYPE=MITM RISK_SCORE=0.64 UNCERTAINTY=0.29 POLICY_ACTION=restrict_access REWARD_VALUE=0.41 IP_MUTATION=1 PORT_ROTATION=1 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=Port ATTACK_DETECTED=1,7d3df657,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_12:(.*?) NODE_ID=N21 VOLTAGE_LEVEL=203\.(.*?) FREQUENCY_SIGNAL=49\.(.*?) POWER_FLOW=131\.(.*?) REACTIVE_POWER=24\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=19\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=MITM RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=restrict_access REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=Port ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_01:45:00 NODE_ID=N12 VOLTAGE_LEVEL=240.37 FREQUENCY_SIGNAL=49.86 POWER_FLOW=66.79 REACTIVE_POWER=26.76 COMMUNICATION_LOG_SIZE=7510 ACCESS_BEHAVIOR=command_exec TEMPORAL_ENTROPY=0.39 SPECTRAL_ENERGY=14.76 SPATIAL_CORRELATION=0.48 WAVELET_COEFF_AVG=-0.205 WAVELET_COEFF_STD=0.25 THREAT_PROBABILITY=0.28 ATTACK_TYPE=UNKNOWN RISK_SCORE=0.49 UNCERTAINTY=0.02 POLICY_ACTION=increase_monitoring REWARD_VALUE=0.35 IP_MUTATION=1 PORT_ROTATION=1 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=IP+Env ATTACK_DETECTED=0,81a2266f,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_01:(.*?) NODE_ID=N12 VOLTAGE_LEVEL=240\.(.*?) FREQUENCY_SIGNAL=49\.(.*?) POWER_FLOW=66\.(.*?) REACTIVE_POWER=26\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=command_exec TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=14\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=\-0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=UNKNOWN RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=increase_monitoring REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=IP\+Env ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_02:15:00 NODE_ID=N40 VOLTAGE_LEVEL=215.44 FREQUENCY_SIGNAL=49.92 POWER_FLOW=110.6 REACTIVE_POWER=30.27 COMMUNICATION_LOG_SIZE=8619 ACCESS_BEHAVIOR=logout TEMPORAL_ENTROPY=0.51 SPECTRAL_ENERGY=19.41 SPATIAL_CORRELATION=0.53 WAVELET_COEFF_AVG=-0.184 WAVELET_COEFF_STD=0.004 THREAT_PROBABILITY=0.37 ATTACK_TYPE=MITM RISK_SCORE=0.81 UNCERTAINTY=0.48 POLICY_ACTION=isolate_node REWARD_VALUE=0.06 IP_MUTATION=1 PORT_ROTATION=1 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=IP ATTACK_DETECTED=1,83a2f5d9,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_02:(.*?) NODE_ID=N40 VOLTAGE_LEVEL=215\.(.*?) FREQUENCY_SIGNAL=49\.(.*?) POWER_FLOW=110\.(.*?) REACTIVE_POWER=30\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=logout TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=19\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=\-0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=MITM RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=isolate_node REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=IP ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_05:15:00 NODE_ID=N31 VOLTAGE_LEVEL=250.84 FREQUENCY_SIGNAL=49.98 POWER_FLOW=76.45 REACTIVE_POWER=32.82 COMMUNICATION_LOG_SIZE=9193 ACCESS_BEHAVIOR=login TEMPORAL_ENTROPY=0.73 SPECTRAL_ENERGY=6.54 SPATIAL_CORRELATION=0.87 WAVELET_COEFF_AVG=-0.521 WAVELET_COEFF_STD=0.261 THREAT_PROBABILITY=0.56 ATTACK_TYPE=Insider RISK_SCORE=0.88 UNCERTAINTY=0.49 POLICY_ACTION=isolate_node REWARD_VALUE=0.9 IP_MUTATION=0 PORT_ROTATION=1 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=IP+Env ATTACK_DETECTED=0,852f15d1,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_05:(.*?) NODE_ID=N31 VOLTAGE_LEVEL=250\.(.*?) FREQUENCY_SIGNAL=49\.(.*?) POWER_FLOW=76\.(.*?) REACTIVE_POWER=32\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=login TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=6\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=\-0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=Insider RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=isolate_node REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=IP\+Env ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_03:45:00 NODE_ID=N6 VOLTAGE_LEVEL=234.97 FREQUENCY_SIGNAL=49.66 POWER_FLOW=128.53 REACTIVE_POWER=30.81 COMMUNICATION_LOG_SIZE=5448 ACCESS_BEHAVIOR=login TEMPORAL_ENTROPY=0.12 SPECTRAL_ENERGY=9.87 SPATIAL_CORRELATION=0.73 WAVELET_COEFF_AVG=0.815 WAVELET_COEFF_STD=0.24 THREAT_PROBABILITY=0.12 ATTACK_TYPE=DoS RISK_SCORE=0.98 UNCERTAINTY=0.25 POLICY_ACTION=isolate_node REWARD_VALUE=0.67 IP_MUTATION=0 PORT_ROTATION=1 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=Env ATTACK_DETECTED=0,8acdf23f,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_03:(.*?) NODE_ID=N6 VOLTAGE_LEVEL=234\.(.*?) FREQUENCY_SIGNAL=49\.(.*?) POWER_FLOW=128\.(.*?) REACTIVE_POWER=30\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=login TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=9\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=DoS RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=isolate_node REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=Env ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_23:15:00 NODE_ID=N19 VOLTAGE_LEVEL=215.71 FREQUENCY_SIGNAL=50.06 POWER_FLOW=116.58 REACTIVE_POWER=32.33 COMMUNICATION_LOG_SIZE=3349 ACCESS_BEHAVIOR=login TEMPORAL_ENTROPY=0.29 SPECTRAL_ENERGY=14.11 SPATIAL_CORRELATION=0.66 WAVELET_COEFF_AVG=0.333 WAVELET_COEFF_STD=0.228 THREAT_PROBABILITY=0.56 ATTACK_TYPE=MITM RISK_SCORE=0.51 UNCERTAINTY=0.1 POLICY_ACTION=restrict_access REWARD_VALUE=0.61 IP_MUTATION=0 PORT_ROTATION=1 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=Port ATTACK_DETECTED=0,8b20ad56,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_23:(.*?) NODE_ID=N19 VOLTAGE_LEVEL=215\.(.*?) FREQUENCY_SIGNAL=50\.(.*?) POWER_FLOW=116\.(.*?) REACTIVE_POWER=32\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=login TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=14\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=MITM RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=restrict_access REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=Port ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_13:15:00 NODE_ID=N10 VOLTAGE_LEVEL=230.38 FREQUENCY_SIGNAL=49.65 POWER_FLOW=119.45 REACTIVE_POWER=27.7 COMMUNICATION_LOG_SIZE=4562 ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0.28 SPECTRAL_ENERGY=15.66 SPATIAL_CORRELATION=0.73 WAVELET_COEFF_AVG=-0.056 WAVELET_COEFF_STD=0.097 THREAT_PROBABILITY=0.71 ATTACK_TYPE=MITM RISK_SCORE=0.8 UNCERTAINTY=0.22 POLICY_ACTION=isolate_node REWARD_VALUE=0.99 IP_MUTATION=1 PORT_ROTATION=1 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=IP+Env ATTACK_DETECTED=1,950d05cb,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_13:(.*?) NODE_ID=N10 VOLTAGE_LEVEL=230\.(.*?) FREQUENCY_SIGNAL=49\.(.*?) POWER_FLOW=119\.(.*?) REACTIVE_POWER=27\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=15\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=\-0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=MITM RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=isolate_node REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=IP\+Env ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_23:00:00 NODE_ID=N24 VOLTAGE_LEVEL=228.9 FREQUENCY_SIGNAL=49.83 POWER_FLOW=97.68 REACTIVE_POWER=31.55 COMMUNICATION_LOG_SIZE=8761 ACCESS_BEHAVIOR=command_exec TEMPORAL_ENTROPY=0.52 SPECTRAL_ENERGY=19.97 SPATIAL_CORRELATION=0.77 WAVELET_COEFF_AVG=0.086 WAVELET_COEFF_STD=0.203 THREAT_PROBABILITY=0.52 ATTACK_TYPE=Insider RISK_SCORE=0.64 UNCERTAINTY=0.36 POLICY_ACTION=increase_monitoring REWARD_VALUE=0.59 IP_MUTATION=0 PORT_ROTATION=1 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=IP+Port ATTACK_DETECTED=1,96fd38e9,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_23:(.*?) NODE_ID=N24 VOLTAGE_LEVEL=228\.(.*?) FREQUENCY_SIGNAL=49\.(.*?) POWER_FLOW=97\.(.*?) REACTIVE_POWER=31\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=command_exec TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=19\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=Insider RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=increase_monitoring REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=IP\+Port ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_16:45:00 NODE_ID=N23 VOLTAGE_LEVEL=231.96 FREQUENCY_SIGNAL=50.1 POWER_FLOW=107.3 REACTIVE_POWER=32.83 COMMUNICATION_LOG_SIZE=9225 ACCESS_BEHAVIOR=login TEMPORAL_ENTROPY=0.49 SPECTRAL_ENERGY=9.91 SPATIAL_CORRELATION=0.67 WAVELET_COEFF_AVG=0.021 WAVELET_COEFF_STD=0.125 THREAT_PROBABILITY=0.75 ATTACK_TYPE=UNKNOWN RISK_SCORE=0.77 UNCERTAINTY=0.02 POLICY_ACTION=isolate_node REWARD_VALUE=0.66 IP_MUTATION=0 PORT_ROTATION=1 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=IP+Env ATTACK_DETECTED=1,9b5b04fc,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_16:(.*?) NODE_ID=N23 VOLTAGE_LEVEL=231\.(.*?) FREQUENCY_SIGNAL=50\.(.*?) POWER_FLOW=107\.(.*?) REACTIVE_POWER=32\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=login TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=9\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=UNKNOWN RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=isolate_node REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=IP\+Env ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_08:30:00 NODE_ID=N6 VOLTAGE_LEVEL=233.91 FREQUENCY_SIGNAL=50.11 POWER_FLOW=111.12 REACTIVE_POWER=23.53 COMMUNICATION_LOG_SIZE=7760 ACCESS_BEHAVIOR=command_exec TEMPORAL_ENTROPY=0.93 SPECTRAL_ENERGY=7.28 SPATIAL_CORRELATION=0.56 WAVELET_COEFF_AVG=-0.183 WAVELET_COEFF_STD=0.105 THREAT_PROBABILITY=0.67 ATTACK_TYPE=Insider RISK_SCORE=0.25 UNCERTAINTY=0.02 POLICY_ACTION=isolate_node REWARD_VALUE=0.49 IP_MUTATION=0 PORT_ROTATION=1 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=Env ATTACK_DETECTED=1,9c232609,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_08:(.*?) NODE_ID=N6 VOLTAGE_LEVEL=233\.(.*?) FREQUENCY_SIGNAL=50\.(.*?) POWER_FLOW=111\.(.*?) REACTIVE_POWER=23\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=command_exec TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=7\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=\-0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=Insider RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=isolate_node REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=Env ATTACK_DETECTED=(.*?)$
